488,15364,3556,-379,132,-102
572,15424,3640,-331,138,-103
592,15244,3508,-364,137,-104
616,15332,3680,-386,126,-86
540,15360,3572,-354,137,-85
484,15344,3452,-344,137,-102
472,15272,3420,-360,138,-76
624,15308,3444,-361,119,-94
504,15304,3420,-363,125,-96
560,15324,3580,-363,134,-75
584,15376,3516,-367,149,-95
556,15332,3496,-350,106,-92
540,15336,3596,-363,129,-71
572,15276,3540,-341,138,-76
472,15360,3636,-366,143,-73
584,15336,3532,-325,112,-113
460,15296,3596,-356,110,-93
632,15256,3420,-352,136,-82
492,15308,3564,-367,133,-84
588,15436,3524,-359,124,-95
632,15348,3456,-350,139,-95
580,15356,3384,-358,122,-82
584,15288,3456,-364,159,-75
608,15372,3600,-360,142,-86
512,15284,3592,-365,137,-107
584,15288,3596,-361,110,-99
528,15304,3456,-347,130,-84
440,15300,3488,-375,128,-76
604,15236,3652,-383,142,-110
492,15356,3360,-368,136,-96
496,15320,3436,-350,112,-79
604,15316,3488,-355,118,-90
560,15388,3604,-369,129,-116
620,15328,3760,-376,138,-97
540,15408,3508,-361,123,-96
572,15380,3488,-352,137,-102
568,15352,3492,-378,110,-93
564,15352,3464,-349,150,-94
536,15332,3636,-354,122,-85
552,15424,3472,-357,154,-83
484,15240,3528,-351,147,-103
404,15292,3516,-351,132,-107
452,15320,3496,-357,130,-83
568,15320,3596,-342,146,-92
428,15420,3404,-359,122,-89
584,15292,3424,-337,133,-112
488,15352,3612,-350,114,-96
572,15380,3644,-352,108,-92
504,15368,3500,-376,117,-59
588,15272,3416,-366,133,-91
628,15296,3540,-359,127,-103
560,15372,3492,-354,130,-97
592,15308,3624,-338,139,-86
572,15376,3360,-371,118,-92
616,15340,3560,-374,117,-105
556,15304,3316,-360,139,-83
604,15336,3540,-346,130,-119
516,15272,3516,-347,129,-98
640,15332,3500,-355,155,-67
508,15220,3476,-351,134,-102
480,15284,3500,-358,145,-97
540,15336,3604,-375,119,-101
632,15272,3496,-377,142,-95
604,15368,3388,-373,112,-93
564,15296,3444,-347,138,-80
472,15340,3588,-367,143,-103
552,15420,3448,-373,121,-88
484,15360,3392,-346,134,-90
552,15440,3556,-354,127,-99
568,15364,3536,-374,151,-62
540,15308,3368,-357,113,-106
528,15340,3588,-377,120,-82
596,15328,3576,-324,140,-111
576,15348,3392,-358,108,-105
596,15320,3412,-361,143,-86
524,15244,3592,-369,141,-86
484,15352,3400,-371,122,-94
528,15376,3616,-377,133,-91
496,15336,3508,-351,153,-93
500,15344,3688,-367,131,-103
536,15300,3496,-366,144,-99
560,15292,3672,-359,106,-89
656,15376,3504,-343,116,-89
552,15380,3440,-341,124,-87
504,15368,3448,-371,134,-83
504,15364,3512,-344,140,-88
648,15376,3464,-368,154,-77
564,15392,3464,-358,130,-85
560,15308,3456,-331,131,-97
588,15320,3444,-326,129,-115
588,15324,3476,-376,125,-113
476,15392,3612,-371,147,-82
560,15316,3524,-363,136,-82
576,15324,3612,-351,115,-105
540,15316,3536,-384,143,-101
544,15300,3608,-358,138,-85
456,15308,3488,-355,122,-75
492,15324,3440,-366,147,-103
492,15340,3596,-357,119,-84
684,15364,3604,-370,147,-77
576,15328,3568,-364,137,-84
520,15360,3572,-352,141,-78
532,15308,3484,-348,122,-128
568,15336,3640,-354,164,-98
512,15316,3488,-335,143,-102
564,15296,3480,-356,140,-100
476,15224,3476,-351,114,-75
580,15316,3460,-379,145,-97
536,15284,3544,-361,138,-112
644,15424,3440,-339,140,-89
596,15260,3476,-347,141,-91
596,15288,3504,-353,127,-83
556,15316,3560,-316,141,-71
556,15232,3572,-344,128,-104
584,15364,3548,-359,139,-90
552,15292,3648,-380,127,-70
544,15328,3372,-334,138,-106
600,15304,3576,-397,134,-80
460,15276,3536,-367,136,-93
556,15360,3376,-377,155,-84
524,15336,3520,-360,127,-77
548,15280,3540,-334,150,-83
492,15332,3468,-361,123,-83
576,15296,3648,-348,127,-93
520,15328,3764,-369,157,-85
472,15312,3424,-367,149,-88
628,15368,3460,-345,157,-91
600,15348,3524,-352,141,-84
480,15260,3600,-360,138,-88
644,15340,3496,-358,152,-75
520,15356,3432,-369,131,-103
616,15368,3324,-350,123,-90
504,15348,3440,-366,140,-85
544,15320,3520,-354,150,-92
536,15396,3640,-386,144,-100
624,15356,3644,-375,140,-94
604,15268,3596,-385,135,-86
596,15324,3608,-374,135,-110
588,15340,3540,-364,135,-101
656,15260,3436,-334,139,-81
520,15336,3560,-342,144,-104
556,15392,3268,-357,146,-113
492,15320,3596,-349,120,-82
520,15372,3432,-365,116,-88
556,15324,3388,-350,117,-79
532,15328,3476,-365,138,-98
528,15328,3424,-374,147,-97
